nome,data,alta,baixa,abertura,fechamento,volume,capitalizacao_de_mercado,valorizacao,ano,dia_semana,retorno_acumulado,mudanca_preco
Bitcoin,2013-04-29,147.48800659179688,134.0,134.44400024414062,144.5399932861328,0,1603768864,10.095993041992188,2013,Segunda-feira,0.0,
Bitcoin,2013-04-30,146.92999267578125,134.0500030517578,144.0,139.0,0,1542813125,-5.0,2013,Terça-feira,-0.03832844571374641,-0.038328445713746384
Bitcoin,2013-05-01,139.88999938964844,107.72000122070312,139.0,116.98999786376952,0,1298954594,-22.010002136230483,2013,Quarta-feira,-0.19060465408923224,-0.15834533910957183
Bitcoin,2013-05-02,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,0,1168517495,-11.169998168945298,2013,Quinta-feira,-0.27210458024445944,-0.10069235827334766
Bitcoin,2013-05-03,108.12799835205078,79.0999984741211,106.25,97.75,0,1085995169,-8.5,2013,Sexta-feira,-0.3237165868238756,-0.07090579934786478
Bitcoin,2013-05-04,115.0,92.5,98.0999984741211,112.5,0,1250316562,14.400001525878906,2013,Sábado,-0.22166870606328395,0.15089514066496168
Bitcoin,2013-05-05,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,0,1288693176,3.0100021362304688,2013,Domingo,-0.19807659439520814,0.03031114366319443
Bitcoin,2013-05-06,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,0,1249023060,-3.6800003051757955,2013,Segunda-feira,-0.22305238502780617,-0.031144858047586044
Bitcoin,2013-05-07,113.44400024414062,97.6999969482422,112.25,111.5,0,1240593600,-0.75,2013,Terça-feira,-0.22858720645383254,-0.007123802582526095
Bitcoin,2013-05-08,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,0,1264049202,3.96600341796875,2013,Quarta-feira,-0.21429357155653486,0.018529164951478494
Bitcoin,2013-05-09,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,0,1254535382,-0.529998779296875,2013,Quinta-feira,-0.22049257366504318,-0.007889717945656849
Bitcoin,2013-05-10,122.0,111.5510025024414,112.79900360107422,117.1999969482422,0,1305479080,4.400993347167983,2013,Sexta-feira,-0.18915177534129313,0.04020590088680276
Bitcoin,2013-05-11,118.6790008544922,113.01000213623048,117.6999969482422,115.24299621582033,0,1284207489,-2.457000732421875,2013,Sábado,-0.20269128567285774,-0.016697958902559762
Bitcoin,2013-05-12,117.4489974975586,113.43499755859376,115.63999938964844,115.0,0,1281982625,-0.6399993896484375,2013,Domingo,-0.2043724550869125,-0.0021085551729778107
Bitcoin,2013-05-13,118.6989974975586,114.5,114.81999969482422,117.9800033569336,0,1315710010,3.160003662109375,2013,Segunda-feira,-0.18375530069813134,0.02591307266898779
